SLR/d,Î©Hs/Lo,Non-Dim WR,Dataset
-0.0977443609022556,0.0120986812530233,0.3528485440202364,generated
-0.07484683932052354,0.0120986812530233,0.28407387695775055,generated
-0.05194931773879147,0.0120986812530233,0.22076846233687708,generated
-0.029051796157059398,0.0120986812530233,0.1629323001576159,generated
-0.006154274575327329,0.0120986812530233,0.11056539041996709,generated
0.01674324700640474,0.0120986812530233,0.06366773312393063,generated
0.03964076858813681,0.0120986812530233,0.022239328269506527,generated
0.06253829016986887,0.0120986812530233,-0.01371982414330523,generated
0.08543581175160095,0.0120986812530233,-0.04420972411450466,generated
0.108333333333333,0.0120986812530233,-0.06923037164409171,generated
-0.0977443609022556,0.049597173237000705,0.27186577962739367,generated
-0.07484683932052354,0.049597173237000705,0.22165342538931113,generated
-0.05194931773879147,0.049597173237000705,0.1769103235928409,generated
-0.029051796157059398,0.049597173237000705,0.13763647423798298,generated
-0.006154274575327329,0.049597173237000705,0.10383187732473743,generated
0.01674324700640474,0.049597173237000705,0.07549653285310426,generated
0.03964076858813681,0.049597173237000705,0.05263044082308341,generated
0.06253829016986887,0.049597173237000705,0.03523360123467491,generated
0.08543581175160095,0.049597173237000705,0.023306014087878746,generated
0.108333333333333,0.049597173237000705,0.016847679382694977,generated
-0.0977443609022556,0.08709566522097811,0.18113192624086616,generated
-0.07484683932052354,0.08709566522097811,0.14948188482718686,generated
-0.05194931773879147,0.08709566522097811,0.12330109585511986,generated
-0.029051796157059398,0.08709566522097811,0.10258955932466522,generated
-0.006154274575327329,0.08709566522097811,0.08734727523582297,generated
0.01674324700640474,0.08709566522097811,0.07757424358859302,generated
0.03964076858813681,0.08709566522097811,0.07327046438297546,generated
0.06253829016986887,0.08709566522097811,0.07443593761897023,generated
0.08543581175160095,0.08709566522097811,0.08107066329657733,generated
0.108333333333333,0.08709566522097811,0.09317464141579682,generated
-0.0977443609022556,0.12459415720495552,0.08064698386065372,generated
-0.07484683932052354,0.12459415720495552,0.06755925527137771,generated
-0.05194931773879147,0.12459415720495552,0.05994077912371401,generated
-0.029051796157059398,0.12459415720495552,0.05779155541766266,generated
-0.006154274575327329,0.12459415720495552,0.061111584153223694,generated
0.01674324700640474,0.12459415720495552,0.06990086533039701,generated
0.03964076858813681,0.12459415720495552,0.08415939894918271,generated
0.06253829016986887,0.12459415720495552,0.10388718500958073,generated
0.08543581175160095,0.12459415720495552,0.12908422351159113,generated
0.108333333333333,0.12459415720495552,0.15975051445521388,generated
-0.0977443609022556,0.16209264918893293,-0.029589047513243483,generated
-0.07484683932052354,0.16209264918893293,-0.024114463278116144,generated
-0.05194931773879147,0.16209264918893293,-0.013170626601376634,generated
-0.029051796157059398,0.16209264918893293,0.0032424625169752697,generated
-0.006154274575327329,0.16209264918893293,0.025124804076939556,generated
0.01674324700640474,0.16209264918893293,0.05247639807851615,generated
0.03964076858813681,0.16209264918893293,0.08529724452170513,generated
0.06253829016986887,0.16209264918893293,0.1235873434065064,generated
0.08543581175160095,0.16209264918893293,0.16734669473292008,generated
0.108333333333333,0.16209264918893293,0.21657529850094606,generated
-0.07484683932052354,0.19959114117291035,-0.12553927082129496,generated
-0.05194931773879147,0.19959114117291035,-0.09603312132015213,generated
-0.029051796157059398,0.19959114117291035,-0.06105771937739696,generated
-0.006154274575327329,0.19959114117291035,-0.0206130649930294,generated
0.01674324700640474,0.19959114117291035,0.025300841832950477,generated
0.03964076858813681,0.19959114117291035,0.07668400110054273,generated
0.06253829016986887,0.19959114117291035,0.13353641280974726,generated
0.08543581175160095,0.19959114117291035,0.19585807696056423,generated
0.108333333333333,0.19959114117291035,0.2636489935529935,generated
-0.029051796157059398,0.23708963315688775,-0.13510899026545392,generated
-0.006154274575327329,0.23708963315688775,-0.0761020230566831,generated
0.01674324700640474,0.23708963315688775,-0.011625803406299956,generated
0.03964076858813681,0.23708963315688775,0.05831966868569555,generated
0.06253829016986887,0.23708963315688775,0.13373439321930336,generated
0.08543581175160095,0.23708963315688775,0.21461837019452357,generated
0.108333333333333,0.23708963315688775,0.30097159961135606,generated
0.01674324700640474,0.27458812514086517,-0.05830353763923528,generated
0.03964076858813681,0.27458812514086517,0.030204247277163504,generated
0.06253829016986887,0.27458812514086517,0.12418128463517461,generated
0.08543581175160095,0.27458812514086517,0.22362757443479808,generated
0.108333333333333,0.27458812514086517,0.32854311667603386,generated
0.01674324700640474,0.3120866171248426,-0.11473236086585545,generated
0.03964076858813681,0.3120866171248426,-0.007662263125053359,generated
0.06253829016986887,0.3120866171248426,0.10487708705736093,generated
0.08543581175160095,0.3120866171248426,0.22288568968138767,generated
0.108333333333333,0.3120866171248426,0.3463635447470268,generated
0.03964076858813681,0.34958510910882,-0.055279862520955014,generated
0.06253829016986887,0.34958510910882,0.07582180048586257,generated
0.08543581175160095,0.34958510910882,0.21239271593429254,generated
0.108333333333333,0.34958510910882,0.354432883824335,generated
